pei,date_nc,nc_notice_type,nc_violation_1,nc_violation_2,nc_violation_3
72EF9F277EB84456B20D143C20511F9F,2015-01-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
979E423D04204BE287CF045C5BC3F8DD,2015-01-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
FEB3C4EC4D7C4D8DB5CFC45CB595187A,2015-01-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0C93E5965549401DB6B2722A30EB9CF2,2015-01-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
40ADB37BD21D47EB8A1B29AC9ED659AF,2015-01-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
AC4D02C46C11419FBDE5A63BC64FFFE2,2015-01-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
E6BF583FCAB8480480E59A28AF417554,2015-01-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
72EF9F277EB84456B20D143C20511F9F,2015-01-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
4AAD9BA93BFF48A4ACA8FC3FAF1B62AD,2015-01-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
1FCE417E30F24962911C880110A4481B,2015-01-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
83A74E54947749809BE4297BF5C0366E,2015-01-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
356A59C4CE8A414A844AA41B311EBB89,2015-01-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
639251DBDB024284AEE9622B5D90A546,2015-01-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
375A06D9307D48F2824FE5D8ACA2D57E,2015-01-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
9D0C5794F66A42D1B3FFBF6961CFBEC0,2015-01-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0A3116359EC44CD6919AD8B1BCB32D56,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
1F5FE10E6DE64C7680606558A98CF4BB,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
1FCE417E30F24962911C880110A4481B,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
2EC4A7CC15074A7482065E509587B79C,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
42CDA52F68C042039AEB89C1144E184F,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
A75E0E3D890446C59E35E30B69055CEC,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
AB02618487B5459FBE480AC4A5828B85,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B2772476BA6642C98A424F2D765A4838,2015-01-14T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
367F6BC35D9749D0A250C592A3B4B6EC,2015-01-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
393E0085142F45358FE3D09615A9EFC0,2015-01-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
6D8E5EBC7AA54F40B089F0CFED95A4BB,2015-01-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
FC0A7268B0984725B69629495AC42062,2015-01-15T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
008B0163ECA64D41A6438261BC5F91D2,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
008B0163ECA64D41A6438261BC5F91D2,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0BA1368A1E26456A8811553AA0930365,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0BA1368A1E26456A8811553AA0930365,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
72824FF8722547D7BFFB7CB2D0D3C3FD,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
A93FF06F09774BF797E6427587D8FE12,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B7CC079963A64F91B4A362A0C1E93643,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
DC526E819BE748688CFED42B16842352,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
F3D5CBA8F9D549D7B423481C7E14FB37,2015-01-16T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
05FF6266C98E4479925DB83841D4C2D0,2015-01-17T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
090BB39011054711B9898D64EFCD86BA,2015-01-17T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
1B1B1D53A1104BC8893AA7F4D36D7487,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
36B83B108ACE4EB29AC925C00952BE5A,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
62F12EB14597455EB63F0DEBB8564A66,2015-01-17T00:00:00Z,TES - WN (Warning / No longer used),NA,NA,NA
75B755336469451998AC6FBAA3786147,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
84BF93EE94E94B7DBA7D451AEBF07F25,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
C3831DC0A90446DA96DAF78754744EF1,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
CF30A19EBAD14ECCAFD0AF90B721FDE3,2015-01-17T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
FA50F4CC4EAF446D8A9A2DB1CC2E45F1,2015-01-17T00:00:00Z,NFL - 9 - T (Termination / Eligibility),NA,NA,NA
05DB648F2F564B8A9CD434AB9D983455,2015-01-18T00:00:00Z,NFL - 9 - T (Termination / Eligibility),NA,NA,NA
EDEBBD3AA40F41EF87CDF2868F8144AB,2015-01-18T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
77262503D5324EB987FF07BE0C25A121,2015-01-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
EF7A09E83AEF4047B683FE9EB12CE6A6,2015-01-19T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
36B83B108ACE4EB29AC925C00952BE5A,2015-01-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
41519C6743D74E16B04281D2177B5AD6,2015-01-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
5347B55BDDA342B59A3C18AFC029C908,2015-01-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
DECED962FEE24496BC79150A43B3B513,2015-01-20T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
50037E36034E425B84EB5D2E449B5F18,2015-01-21T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
90005A1074204A9C9524FEC37AA57514,2015-01-21T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
0909DCCD7CDC4FA2BE9E815A429AEF0B,2015-01-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0D989B6A0EC147C9839520E4C3A7619F,2015-01-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
D724F7BF043343959F13B37399E795E4,2015-01-22T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
8F54D9EE9DF5433FB9051FC4EE39BD04,2015-01-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
9F82165F1C344509A68BDADA1D9F6F93,2015-01-23T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
2B5D42D845634F6A83FD1934D5D31FFA,2015-01-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
5EED2ABD9DFC4747B07D11C34E184AD8,2015-01-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
76B64EE203914582B4C6014FE6C1C064,2015-01-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
E892B183CFEB47049E05DEC738AA71CD,2015-01-24T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
50037E36034E425B84EB5D2E449B5F18,2015-01-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
E6C5A0D7155F498498D1072E5738ECAE,2015-01-25T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
8E7EDCF0274949C6A5A2C382D2EBEA06,2015-01-26T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
F311A81145B44DAFBFFF3C4CEC8D8558,2015-01-27T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
F90348E23D364FF18D848C7DABD0036D,2015-01-28T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
2446973E33704376B5184CA2E03051D3,2015-01-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
2B5D42D845634F6A83FD1934D5D31FFA,2015-01-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
3ECF1F1421B84BE99DF3110FCBD9199A,2015-01-29T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
24657B77389942ADBA8D547EEFF63113,2015-01-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
41E53267D0874BC6B02BFD9E49F6B24F,2015-01-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
4FA5BAC93BAF4900BC1AD97F897B3E54,2015-01-30T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
50037E36034E425B84EB5D2E449B5F18,2015-01-30T00:00:00Z,NFL - ST (Shelter Termination),NA,NA,NA
950224CF71B0488EA48AB5EC3CC6332A,2015-01-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
CF30A19EBAD14ECCAFD0AF90B721FDE3,2015-01-30T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
7326D130A5284A3D8F084EC2A46199A9,2015-02-01T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0DF654E06ECE495C9802706B32CE950E,2015-02-02T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
6C8DEA3675E34E22A3BB1AA9FA1787B8,2015-02-02T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
BA5A6301229E4F038F55920031D23AB1,2015-02-02T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
C3831DC0A90446DA96DAF78754744EF1,2015-02-02T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
F10B8F437E2A40FA83FEAD43196389A8,2015-02-02T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
2690D0F82E1D47459E1CA4AD6BE55CB4,2015-02-03T00:00:00Z,NFL - ST (Shelter Termination),NA,NA,NA
4BA231BA219D464590B5EBF60FD26C76,2015-02-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
543BAF2B09FA4F70965E7F96EC06B380,2015-02-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
90019DA6731841BFB15707BC51D8CB89,2015-02-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
91991E779B4542A5BE7455D3EE120305,2015-02-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
EB6ABDF177874384B00C7CE476731F2C,2015-02-04T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
8F54D9EE9DF5433FB9051FC4EE39BD04,2015-02-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
EC7D8C39AB8E4F059CFA508037F9FEA1,2015-02-05T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
41D3F7D679CB48A5BC847DD525145BD4,2015-02-06T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
AC0DE7C00B814966AF8C91D0013181A6,2015-02-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
AD2BE37E59AC49719FF4E7A7101F0593,2015-02-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
CFCE8103E8B84FFB86B3F03B1343E237,2015-02-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rule Violation,NA,NA
E8AACD818BEF4FF4B12FFB631EF3EDAA,2015-02-06T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0AC1D9EF183A4F7A92BF5A8D02FCD656,2015-02-07T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
23A0E3F9D95943479A96299CFF6AC5A7,2015-02-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
3E02A28D84C14670844740E2B7FF431E,2015-02-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
46F21F202D5E4F52995CBA2625CCF55D,2015-02-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B8C2BF93F7CB43199D9DAFFAC60A7BCF,2015-02-07T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Rehousing Plan - Not Participating,NA,NA
367F6BC35D9749D0A250C592A3B4B6EC,2015-02-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
99C94445F9CB435195E170C0BB06E96B,2015-02-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B257F429193448B4912EB7E9B69C8A82,2015-02-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B29C78464B1941AC82A517A975A2C615,2015-02-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
B48DA09F7C8648FCA6DAC45F9AE56E2B,2015-02-08T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Health & Safety,NA,NA
0A3116359EC44CD6919AD8B1BCB32D56,2015-02-09T00:00:00Z,NFL - ST (Shelter Termination),NA,NA,NA
6B914C6892B446699A83BEB2E6DCC81E,2015-02-09T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
008B0163ECA64D41A6438261BC5F91D2,2015-02-10T00:00:00Z,NFL - ST (Shelter Termination),Rule Violation,NA,NA
05FF6266C98E4479925DB83841D4C2D0,2015-02-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
0F4F17CFDB4B42FC80EB2D840E142A4E,2015-02-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Health & Safety,NA,NA
30DDC593C99B42E68CF1447B61794665,2015-02-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
D3ADB6BC139C43D09DFC73B21138067A,2015-02-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
F6041363046D41B2826DAECE20DC4FC0,2015-02-10T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
05C0A95DC2D3425B932D63122337BFBC,2015-02-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
05FF6266C98E4479925DB83841D4C2D0,2015-02-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
59C90368D851458B88BDA1B507D58D33,2015-02-11T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
E762E37969F14D1EAC497A08472F6896,2015-02-11T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
FA50F4CC4EAF446D8A9A2DB1CC2E45F1,2015-02-11T00:00:00Z,NFL - ST CA (Shelter Termination / Criminal Activity),NA,NA,NA
052F5DA19EEB4D34812B4F3E883C5E28,2015-02-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
6FBB167E3EEA4E26946B8736E5706D29,2015-02-12T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
05FF6266C98E4479925DB83841D4C2D0,2015-02-13T00:00:00Z,NFL - ST (Shelter Termination),NA,NA,NA
2DDC14A0679E4A2AA735F584B9A7EE0F,2015-02-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
4C78B06C59A54ED38066EB04CEAE6EBD,2015-02-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
98031188DF534ABDABB3BA50DB3D6B2A,2015-02-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),NA,NA,NA
9F82165F1C344509A68BDADA1D9F6F93,2015-02-13T00:00:00Z,TES - NN (Temporary Emergency Shelter - Notice of Non-Compliance),Health & Safety,NA,NA
